"","colony","species","year","plot","plotgroup","count"
"56968","Triangle Island","CAAU",2004,"p4","rhauplots",9
"57024","Triangle Island","CAAU",2009,"p4","rhauplots",8
"56912","Triangle Island","CAAU",2014,"p4","rhauplots",12
"57080","Triangle Island","CAAU",2019,"p4","rhauplots",16
"57136","Triangle Island","CAAU",1984,"p5","rhauplots",19
"58424","Triangle Island","CAAU",1989,"p5","rhauplots",6
"58480","Triangle Island","CAAU",1994,"p5","rhauplots",5
"58536","Triangle Island","CAAU",1999,"p5","rhauplots",4
"58648","Triangle Island","CAAU",2004,"p5","rhauplots",0
"58704","Triangle Island","CAAU",2009,"p5","rhauplots",1
"58592","Triangle Island","CAAU",2014,"p5","rhauplots",6
"58760","Triangle Island","CAAU",2019,"p5","rhauplots",9
"58816","Triangle Island","CAAU",1984,"p6","rhauplots",23
"60104","Triangle Island","CAAU",1989,"p6","rhauplots",64
"60160","Triangle Island","CAAU",1994,"p6","rhauplots",54
"60216","Triangle Island","CAAU",1999,"p6","rhauplots",24
"60328","Triangle Island","CAAU",2004,"p6","rhauplots",20
"60384","Triangle Island","CAAU",2009,"p6","rhauplots",6
"60272","Triangle Island","CAAU",2014,"p6","rhauplots",12
"60440","Triangle Island","CAAU",2019,"p6","rhauplots",58
"62064","Triangle Island","CAAU",2009,"p7","rhauplots",26
"61952","Triangle Island","CAAU",2014,"p7","rhauplots",75
"62120","Triangle Island","CAAU",2019,"p7","rhauplots",12
"63744","Triangle Island","CAAU",2009,"p8","rhauplots",5
"63632","Triangle Island","CAAU",2014,"p8","rhauplots",15
"63800","Triangle Island","CAAU",2019,"p8","rhauplots",22
"75616","Triangle Island","CAAU",1984,"p1","tupuplots",21
"76904","Triangle Island","CAAU",1989,"p1","tupuplots",40
"76960","Triangle Island","CAAU",1994,"p1","tupuplots",38
"77016","Triangle Island","CAAU",1999,"p1","tupuplots",20
"77128","Triangle Island","CAAU",2004,"p1","tupuplots",28
"77184","Triangle Island","CAAU",2009,"p1","tupuplots",20
"77072","Triangle Island","CAAU",2014,"p1","tupuplots",87
"77240","Triangle Island","CAAU",2019,"p1","tupuplots",86
"77296","Triangle Island","CAAU",1984,"p2","tupuplots",6
"78584","Triangle Island","CAAU",1989,"p2","tupuplots",9
"78640","Triangle Island","CAAU",1994,"p2","tupuplots",38
"78696","Triangle Island","CAAU",1999,"p2","tupuplots",31
"78808","Triangle Island","CAAU",2004,"p2","tupuplots",12
"78864","Triangle Island","CAAU",2009,"p2","tupuplots",1
"78752","Triangle Island","CAAU",2014,"p2","tupuplots",53
"78920","Triangle Island","CAAU",2019,"p2","tupuplots",15
"78976","Triangle Island","CAAU",1984,"p3","tupuplots",393
"80264","Triangle Island","CAAU",1989,"p3","tupuplots",440
"80320","Triangle Island","CAAU",1994,"p3","tupuplots",401
"80376","Triangle Island","CAAU",1999,"p3","tupuplots",345
"80488","Triangle Island","CAAU",2004,"p3","tupuplots",368
"80544","Triangle Island","CAAU",2009,"p3","tupuplots",297
"80432","Triangle Island","CAAU",2014,"p3","tupuplots",503
"80600","Triangle Island","CAAU",2019,"p3","tupuplots",381
"80656","Triangle Island","CAAU",1984,"p4","tupuplots",49
"81944","Triangle Island","CAAU",1989,"p4","tupuplots",72
"82000","Triangle Island","CAAU",1994,"p4","tupuplots",114
"82056","Triangle Island","CAAU",1999,"p4","tupuplots",73
"82168","Triangle Island","CAAU",2004,"p4","tupuplots",32
"82224","Triangle Island","CAAU",2009,"p4","tupuplots",27
"83792","Triangle Island","CAAU",2014,"p5","tupuplots",96
"83960","Triangle Island","CAAU",2019,"p5","tupuplots",69
"50418","Pine Island","RHAU",1984,"p1","rhauplots",76
"50978","Pine Island","RHAU",2001,"p1","rhauplots",83
"51034","Pine Island","RHAU",2006,"p1","rhauplots",81
"51090","Pine Island","RHAU",2011,"p1","rhauplots",80
"52098","Pine Island","RHAU",1984,"p2","rhauplots",99
"52658","Pine Island","RHAU",2001,"p2","rhauplots",73
"52714","Pine Island","RHAU",2006,"p2","rhauplots",73
"52770","Pine Island","RHAU",2011,"p2","rhauplots",74
"53778","Pine Island","RHAU",1984,"p3","rhauplots",91
"54226","Pine Island","RHAU",1987,"p3","rhauplots",91
"54282","Pine Island","RHAU",1990,"p3","rhauplots",112
"54338","Pine Island","RHAU",2001,"p3","rhauplots",75
"54394","Pine Island","RHAU",2006,"p3","rhauplots",75
"54450","Pine Island","RHAU",2011,"p3","rhauplots",75
"54506","Pine Island","RHAU",2016,"p3","rhauplots",66
"55458","Pine Island","RHAU",1984,"p4","rhauplots",19
"55794","Pine Island","RHAU",1985,"p4","rhauplots",20
"55850","Pine Island","RHAU",1986,"p4","rhauplots",21
"55906","Pine Island","RHAU",1987,"p4","rhauplots",21
"55962","Pine Island","RHAU",1990,"p4","rhauplots",26
"56018","Pine Island","RHAU",2001,"p4","rhauplots",14
"56074","Pine Island","RHAU",2006,"p4","rhauplots",11
"56130","Pine Island","RHAU",2011,"p4","rhauplots",12
"56186","Pine Island","RHAU",2016,"p4","rhauplots",14
"57138","Pine Island","RHAU",1984,"p5","rhauplots",56
"57474","Pine Island","RHAU",1985,"p5","rhauplots",58
"57530","Pine Island","RHAU",1986,"p5","rhauplots",62
"57586","Pine Island","RHAU",1987,"p5","rhauplots",61
"57642","Pine Island","RHAU",1990,"p5","rhauplots",63
"57698","Pine Island","RHAU",2001,"p5","rhauplots",36
"57754","Pine Island","RHAU",2006,"p5","rhauplots",53
"57810","Pine Island","RHAU",2011,"p5","rhauplots",42
"57866","Pine Island","RHAU",2016,"p5","rhauplots",53
"58818","Pine Island","RHAU",1984,"p6","rhauplots",125
"59378","Pine Island","RHAU",2001,"p6","rhauplots",104
"59434","Pine Island","RHAU",2006,"p6","rhauplots",116
"59490","Pine Island","RHAU",2011,"p6","rhauplots",123
"59546","Pine Island","RHAU",2016,"p6","rhauplots",126
"60498","Pine Island","RHAU",1984,"p7","rhauplots",55
"60946","Pine Island","RHAU",1987,"p7","rhauplots",58
"61002","Pine Island","RHAU",1990,"p7","rhauplots",60
"61058","Pine Island","RHAU",2001,"p7","rhauplots",31
"61114","Pine Island","RHAU",2006,"p7","rhauplots",28
"61170","Pine Island","RHAU",2011,"p7","rhauplots",25
"61226","Pine Island","RHAU",2016,"p7","rhauplots",20
"62178","Pine Island","RHAU",1984,"p8","rhauplots",64
"62626","Pine Island","RHAU",1987,"p8","rhauplots",62
"62682","Pine Island","RHAU",1990,"p8","rhauplots",62
"62738","Pine Island","RHAU",2001,"p8","rhauplots",37
"62794","Pine Island","RHAU",2006,"p8","rhauplots",36
"62850","Pine Island","RHAU",2011,"p8","rhauplots",34
"62906","Pine Island","RHAU",2016,"p8","rhauplots",38
"50419","Lucy Islands","RHAU",1984,"p1","rhauplots",30
"50867","Lucy Islands","RHAU",1987,"p1","rhauplots",48
"51035","Lucy Islands","RHAU",2006,"p1","rhauplots",38
"51091","Lucy Islands","RHAU",2011,"p1","rhauplots",41
"51147","Lucy Islands","RHAU",2016,"p1","rhauplots",46
"52099","Lucy Islands","RHAU",1984,"p2","rhauplots",22
"52547","Lucy Islands","RHAU",1987,"p2","rhauplots",33
"52715","Lucy Islands","RHAU",2006,"p2","rhauplots",58
"52771","Lucy Islands","RHAU",2011,"p2","rhauplots",58
"52827","Lucy Islands","RHAU",2016,"p2","rhauplots",51
"53779","Lucy Islands","RHAU",1984,"p3","rhauplots",50
"54227","Lucy Islands","RHAU",1987,"p3","rhauplots",47
"54563","Lucy Islands","RHAU",2008,"p3","rhauplots",39
"54451","Lucy Islands","RHAU",2011,"p3","rhauplots",46
"54507","Lucy Islands","RHAU",2016,"p3","rhauplots",31
"55459","Lucy Islands","RHAU",1984,"p4","rhauplots",54
"55907","Lucy Islands","RHAU",1987,"p4","rhauplots",78
"56075","Lucy Islands","RHAU",2006,"p4","rhauplots",63
"56131","Lucy Islands","RHAU",2011,"p4","rhauplots",56
"56187","Lucy Islands","RHAU",2016,"p4","rhauplots",51
"57139","Lucy Islands","RHAU",1984,"p5","rhauplots",26
"57587","Lucy Islands","RHAU",1987,"p5","rhauplots",38
"57811","Lucy Islands","RHAU",2011,"p5","rhauplots",30
"57867","Lucy Islands","RHAU",2016,"p5","rhauplots",36
"50756","Skaang Gwai","RHAU",1985,"p1","rhauplots",9
"51036","Skaang Gwai","RHAU",2006,"p1","rhauplots",19
"51092","Skaang Gwai","RHAU",2011,"p1","rhauplots",24
"51148","Skaang Gwai","RHAU",2016,"p1","rhauplots",24
"52436","Skaang Gwai","RHAU",1985,"p2","rhauplots",18
"52716","Skaang Gwai","RHAU",2006,"p2","rhauplots",17
"52772","Skaang Gwai","RHAU",2011,"p2","rhauplots",18
"52828","Skaang Gwai","RHAU",2016,"p2","rhauplots",24
"54116","Skaang Gwai","RHAU",1985,"p3","rhauplots",46
"54396","Skaang Gwai","RHAU",2006,"p3","rhauplots",56
"54452","Skaang Gwai","RHAU",2011,"p3","rhauplots",73
"54508","Skaang Gwai","RHAU",2016,"p3","rhauplots",61
"55796","Skaang Gwai","RHAU",1985,"p4","rhauplots",36
"56076","Skaang Gwai","RHAU",2006,"p4","rhauplots",39
"56132","Skaang Gwai","RHAU",2011,"p4","rhauplots",39
"56188","Skaang Gwai","RHAU",2016,"p4","rhauplots",51
"57476","Skaang Gwai","RHAU",1985,"p5","rhauplots",46
"59156","Skaang Gwai","RHAU",1985,"p6","rhauplots",49
"59436","Skaang Gwai","RHAU",2006,"p6","rhauplots",82
"59492","Skaang Gwai","RHAU",2011,"p6","rhauplots",92
"59548","Skaang Gwai","RHAU",2016,"p6","rhauplots",86
"60836","Skaang Gwai","RHAU",1985,"p7","rhauplots",21
"61116","Skaang Gwai","RHAU",2006,"p7","rhauplots",23
"61172","Skaang Gwai","RHAU",2011,"p7","rhauplots",27
"61228","Skaang Gwai","RHAU",2016,"p7","rhauplots",28
"62516","Skaang Gwai","RHAU",1985,"p8","rhauplots",32
"62796","Skaang Gwai","RHAU",2006,"p8","rhauplots",82
"62852","Skaang Gwai","RHAU",2011,"p8","rhauplots",90
"62908","Skaang Gwai","RHAU",2016,"p8","rhauplots",94
"26512","Triangle Island","RHAU",1989,"p1","caauplots",0
"26736","Triangle Island","RHAU",2004,"p1","caauplots",0
"26792","Triangle Island","RHAU",2009,"p1","caauplots",0
"26680","Triangle Island","RHAU",2014,"p1","caauplots",0
"26848","Triangle Island","RHAU",2019,"p1","caauplots",0
"28192","Triangle Island","RHAU",1989,"p2","caauplots",0
"28304","Triangle Island","RHAU",1999,"p2","caauplots",0
"28416","Triangle Island","RHAU",2004,"p2","caauplots",0
"28472","Triangle Island","RHAU",2009,"p2","caauplots",0
"28360","Triangle Island","RHAU",2014,"p2","caauplots",0
"28528","Triangle Island","RHAU",2019,"p2","caauplots",0
"29872","Triangle Island","RHAU",1989,"p3","caauplots",0
"29984","Triangle Island","RHAU",1999,"p3","caauplots",0
"30096","Triangle Island","RHAU",2004,"p3","caauplots",0
"30152","Triangle Island","RHAU",2009,"p3","caauplots",0
"30040","Triangle Island","RHAU",2014,"p3","caauplots",0
"30208","Triangle Island","RHAU",2019,"p3","caauplots",0
"31552","Triangle Island","RHAU",1989,"p4","caauplots",0
"31664","Triangle Island","RHAU",1999,"p4","caauplots",0
"31776","Triangle Island","RHAU",2004,"p4","caauplots",0
"31832","Triangle Island","RHAU",2009,"p4","caauplots",0
"31720","Triangle Island","RHAU",2014,"p4","caauplots",0
"31888","Triangle Island","RHAU",2019,"p4","caauplots",4
"33232","Triangle Island","RHAU",1989,"p5","caauplots",0
"33344","Triangle Island","RHAU",1999,"p5","caauplots",0
"33456","Triangle Island","RHAU",2004,"p5","caauplots",0
"33512","Triangle Island","RHAU",2009,"p5","caauplots",0
"33400","Triangle Island","RHAU",2014,"p5","caauplots",0
"33568","Triangle Island","RHAU",2019,"p5","caauplots",0
"34912","Triangle Island","RHAU",1989,"p6","caauplots",0
"35024","Triangle Island","RHAU",1999,"p6","caauplots",0
"35136","Triangle Island","RHAU",2004,"p6","caauplots",0
"35192","Triangle Island","RHAU",2009,"p6","caauplots",0
"35080","Triangle Island","RHAU",2014,"p6","caauplots",0
"35248","Triangle Island","RHAU",2019,"p6","caauplots",1
"36592","Triangle Island","RHAU",1989,"p7","caauplots",0
"36704","Triangle Island","RHAU",1999,"p7","caauplots",0
"36816","Triangle Island","RHAU",2004,"p7","caauplots",0
"36872","Triangle Island","RHAU",2009,"p7","caauplots",0
"36760","Triangle Island","RHAU",2014,"p7","caauplots",0
"36928","Triangle Island","RHAU",2019,"p7","caauplots",0
"38272","Triangle Island","RHAU",1989,"p8","caauplots",0
"38384","Triangle Island","RHAU",1999,"p8","caauplots",0
"38496","Triangle Island","RHAU",2004,"p8","caauplots",0
"38552","Triangle Island","RHAU",2009,"p8","caauplots",0
"38440","Triangle Island","RHAU",2014,"p8","caauplots",0
"38608","Triangle Island","RHAU",2019,"p8","caauplots",0
"39952","Triangle Island","RHAU",1989,"p9","caauplots",0
"40064","Triangle Island","RHAU",1999,"p9","caauplots",0
"40176","Triangle Island","RHAU",2004,"p9","caauplots",0
"40232","Triangle Island","RHAU",2009,"p9","caauplots",0
"40120","Triangle Island","RHAU",2014,"p9","caauplots",2
"40288","Triangle Island","RHAU",2019,"p9","caauplots",0
"41632","Triangle Island","RHAU",1989,"p10","caauplots",0
"41856","Triangle Island","RHAU",2004,"p10","caauplots",0
"41912","Triangle Island","RHAU",2009,"p10","caauplots",0
"41800","Triangle Island","RHAU",2014,"p10","caauplots",8
"41968","Triangle Island","RHAU",2019,"p10","caauplots",7
"43312","Triangle Island","RHAU",1989,"p11","caauplots",0
"43424","Triangle Island","RHAU",1999,"p11","caauplots",1
"43536","Triangle Island","RHAU",2004,"p11","caauplots",3
"43592","Triangle Island","RHAU",2009,"p11","caauplots",1
"43480","Triangle Island","RHAU",2014,"p11","caauplots",2
"43648","Triangle Island","RHAU",2019,"p11","caauplots",7
"44992","Triangle Island","RHAU",1989,"p12","caauplots",0
"45104","Triangle Island","RHAU",1999,"p12","caauplots",0
"45216","Triangle Island","RHAU",2004,"p12","caauplots",3
"45272","Triangle Island","RHAU",2009,"p12","caauplots",32
"45160","Triangle Island","RHAU",2014,"p12","caauplots",37
"45328","Triangle Island","RHAU",2019,"p12","caauplots",48
"46672","Triangle Island","RHAU",1989,"p13","caauplots",0
"46896","Triangle Island","RHAU",2004,"p13","caauplots",0
"46952","Triangle Island","RHAU",2009,"p13","caauplots",0
"46840","Triangle Island","RHAU",2014,"p13","caauplots",0
"47008","Triangle Island","RHAU",2019,"p13","caauplots",0
"48352","Triangle Island","RHAU",1989,"p14","caauplots",9
"48576","Triangle Island","RHAU",2004,"p14","caauplots",6
"48632","Triangle Island","RHAU",2009,"p14","caauplots",35
"48520","Triangle Island","RHAU",2014,"p14","caauplots",34
"48688","Triangle Island","RHAU",2019,"p14","caauplots",42
"50032","Triangle Island","RHAU",1989,"p15","caauplots",0
"50256","Triangle Island","RHAU",2004,"p15","caauplots",0
"50312","Triangle Island","RHAU",2009,"p15","caauplots",3
"50200","Triangle Island","RHAU",2014,"p15","caauplots",9
"50368","Triangle Island","RHAU",2019,"p15","caauplots",1
"50424","Triangle Island","RHAU",1984,"p1","rhauplots",27
"51712","Triangle Island","RHAU",1989,"p1","rhauplots",55
"51768","Triangle Island","RHAU",1994,"p1","rhauplots",37
"51824","Triangle Island","RHAU",1999,"p1","rhauplots",40
"51936","Triangle Island","RHAU",2004,"p1","rhauplots",34
"51992","Triangle Island","RHAU",2009,"p1","rhauplots",66
"51880","Triangle Island","RHAU",2014,"p1","rhauplots",50
"52048","Triangle Island","RHAU",2019,"p1","rhauplots",39
"52104","Triangle Island","RHAU",1984,"p2","rhauplots",55
"53392","Triangle Island","RHAU",1989,"p2","rhauplots",98
"53448","Triangle Island","RHAU",1994,"p2","rhauplots",79
"53504","Triangle Island","RHAU",1999,"p2","rhauplots",95
"53616","Triangle Island","RHAU",2004,"p2","rhauplots",89
"53672","Triangle Island","RHAU",2009,"p2","rhauplots",106
"53560","Triangle Island","RHAU",2014,"p2","rhauplots",72
"53728","Triangle Island","RHAU",2019,"p2","rhauplots",75
"53784","Triangle Island","RHAU",1984,"p3","rhauplots",119
"55072","Triangle Island","RHAU",1989,"p3","rhauplots",83
"55352","Triangle Island","RHAU",2009,"p3","rhauplots",43
"55240","Triangle Island","RHAU",2014,"p3","rhauplots",34
"55408","Triangle Island","RHAU",2019,"p3","rhauplots",43
"55464","Triangle Island","RHAU",1984,"p4","rhauplots",83
"56752","Triangle Island","RHAU",1989,"p4","rhauplots",53
"56808","Triangle Island","RHAU",1994,"p4","rhauplots",65
"56864","Triangle Island","RHAU",1999,"p4","rhauplots",87
"56976","Triangle Island","RHAU",2004,"p4","rhauplots",72
"57032","Triangle Island","RHAU",2009,"p4","rhauplots",104
"56920","Triangle Island","RHAU",2014,"p4","rhauplots",81
"57088","Triangle Island","RHAU",2019,"p4","rhauplots",73
"57144","Triangle Island","RHAU",1984,"p5","rhauplots",128
"58432","Triangle Island","RHAU",1989,"p5","rhauplots",81
"58488","Triangle Island","RHAU",1994,"p5","rhauplots",81
"58544","Triangle Island","RHAU",1999,"p5","rhauplots",125
"58656","Triangle Island","RHAU",2004,"p5","rhauplots",99
"58712","Triangle Island","RHAU",2009,"p5","rhauplots",149
"58600","Triangle Island","RHAU",2014,"p5","rhauplots",113
"58768","Triangle Island","RHAU",2019,"p5","rhauplots",105
"58824","Triangle Island","RHAU",1984,"p6","rhauplots",123
"60112","Triangle Island","RHAU",1989,"p6","rhauplots",75
"60168","Triangle Island","RHAU",1994,"p6","rhauplots",82
"60224","Triangle Island","RHAU",1999,"p6","rhauplots",134
"60336","Triangle Island","RHAU",2004,"p6","rhauplots",102
"60392","Triangle Island","RHAU",2009,"p6","rhauplots",156
"60280","Triangle Island","RHAU",2014,"p6","rhauplots",143
"60448","Triangle Island","RHAU",2019,"p6","rhauplots",90
"62072","Triangle Island","RHAU",2009,"p7","rhauplots",66
"61960","Triangle Island","RHAU",2014,"p7","rhauplots",67
"62128","Triangle Island","RHAU",2019,"p7","rhauplots",98
"63752","Triangle Island","RHAU",2009,"p8","rhauplots",144
"63640","Triangle Island","RHAU",2014,"p8","rhauplots",118
"63808","Triangle Island","RHAU",2019,"p8","rhauplots",110
"25231","Rankine Island","StormPetrel",1984,"p1","caauplots",2
"26351","Rankine Island","StormPetrel",2000,"p1","caauplots",1
"26407","Rankine Island","StormPetrel",2005,"p1","caauplots",2
"26463","Rankine Island","StormPetrel",2010,"p1","caauplots",2
"26295","Rankine Island","StormPetrel",2017,"p1","caauplots",9
"26911","Rankine Island","StormPetrel",1984,"p2","caauplots",4
"28031","Rankine Island","StormPetrel",2000,"p2","caauplots",6
"28087","Rankine Island","StormPetrel",2005,"p2","caauplots",3
"28143","Rankine Island","StormPetrel",2010,"p2","caauplots",10
"27975","Rankine Island","StormPetrel",2017,"p2","caauplots",11
"28591","Rankine Island","StormPetrel",1984,"p3","caauplots",13
"29711","Rankine Island","StormPetrel",2000,"p3","caauplots",26
"29767","Rankine Island","StormPetrel",2005,"p3","caauplots",25
"29823","Rankine Island","StormPetrel",2010,"p3","caauplots",26
"29655","Rankine Island","StormPetrel",2017,"p3","caauplots",32
"30271","Rankine Island","StormPetrel",1984,"p4","caauplots",2
"31391","Rankine Island","StormPetrel",2000,"p4","caauplots",4
"31447","Rankine Island","StormPetrel",2005,"p4","caauplots",5
"31503","Rankine Island","StormPetrel",2010,"p4","caauplots",5
"31335","Rankine Island","StormPetrel",2017,"p4","caauplots",4
"31951","Rankine Island","StormPetrel",1984,"p5","caauplots",0
"33071","Rankine Island","StormPetrel",2000,"p5","caauplots",1
"33127","Rankine Island","StormPetrel",2005,"p5","caauplots",0
"33183","Rankine Island","StormPetrel",2010,"p5","caauplots",0
"33015","Rankine Island","StormPetrel",2017,"p5","caauplots",2
"33631","Rankine Island","StormPetrel",1984,"p6","caauplots",1
"34751","Rankine Island","StormPetrel",2000,"p6","caauplots",1
"34807","Rankine Island","StormPetrel",2005,"p6","caauplots",0
"34863","Rankine Island","StormPetrel",2010,"p6","caauplots",4
"34695","Rankine Island","StormPetrel",2017,"p6","caauplots",15
"35311","Rankine Island","StormPetrel",1984,"p7","caauplots",0
"36431","Rankine Island","StormPetrel",2000,"p7","caauplots",0
"36487","Rankine Island","StormPetrel",2005,"p7","caauplots",0
"36543","Rankine Island","StormPetrel",2010,"p7","caauplots",0
"36375","Rankine Island","StormPetrel",2017,"p7","caauplots",1
"36991","Rankine Island","StormPetrel",1984,"p8","caauplots",0
"38111","Rankine Island","StormPetrel",2000,"p8","caauplots",0
"38167","Rankine Island","StormPetrel",2005,"p8","caauplots",0
"38223","Rankine Island","StormPetrel",2010,"p8","caauplots",2
"38055","Rankine Island","StormPetrel",2017,"p8","caauplots",7
"25239","Rankine Island","ANMU ",1984,"p1","caauplots",0
"26359","Rankine Island","ANMU ",2000,"p1","caauplots",0
"26415","Rankine Island","ANMU ",2005,"p1","caauplots",0
"26471","Rankine Island","ANMU ",2010,"p1","caauplots",0
"26303","Rankine Island","ANMU ",2017,"p1","caauplots",0
"26919","Rankine Island","ANMU ",1984,"p2","caauplots",0
"28039","Rankine Island","ANMU ",2000,"p2","caauplots",0
"28095","Rankine Island","ANMU ",2005,"p2","caauplots",0
"28151","Rankine Island","ANMU ",2010,"p2","caauplots",0
"27983","Rankine Island","ANMU ",2017,"p2","caauplots",2
"28599","Rankine Island","ANMU ",1984,"p3","caauplots",0
"29719","Rankine Island","ANMU ",2000,"p3","caauplots",0
"29775","Rankine Island","ANMU ",2005,"p3","caauplots",0
"29831","Rankine Island","ANMU ",2010,"p3","caauplots",1
"29663","Rankine Island","ANMU ",2017,"p3","caauplots",2
"30279","Rankine Island","ANMU ",1984,"p4","caauplots",0
"31399","Rankine Island","ANMU ",2000,"p4","caauplots",0
"31455","Rankine Island","ANMU ",2005,"p4","caauplots",1
"31511","Rankine Island","ANMU ",2010,"p4","caauplots",0
"31343","Rankine Island","ANMU ",2017,"p4","caauplots",1
"31959","Rankine Island","ANMU ",1984,"p5","caauplots",0
"33079","Rankine Island","ANMU ",2000,"p5","caauplots",0
"33135","Rankine Island","ANMU ",2005,"p5","caauplots",1
"33191","Rankine Island","ANMU ",2010,"p5","caauplots",0
"33023","Rankine Island","ANMU ",2017,"p5","caauplots",0
"33639","Rankine Island","ANMU ",1984,"p6","caauplots",0
"34759","Rankine Island","ANMU ",2000,"p6","caauplots",0
"34815","Rankine Island","ANMU ",2005,"p6","caauplots",1
"34871","Rankine Island","ANMU ",2010,"p6","caauplots",0
"34703","Rankine Island","ANMU ",2017,"p6","caauplots",0
"35319","Rankine Island","ANMU ",1984,"p7","caauplots",0
"36439","Rankine Island","ANMU ",2000,"p7","caauplots",0
"36495","Rankine Island","ANMU ",2005,"p7","caauplots",0
"36551","Rankine Island","ANMU ",2010,"p7","caauplots",0
"36383","Rankine Island","ANMU ",2017,"p7","caauplots",0
"36999","Rankine Island","ANMU ",1984,"p8","caauplots",0
"38119","Rankine Island","ANMU ",2000,"p8","caauplots",0
"38175","Rankine Island","ANMU ",2005,"p8","caauplots",0
"38231","Rankine Island","ANMU ",2010,"p8","caauplots",0
"38063","Rankine Island","ANMU ",2017,"p8","caauplots",1
"26704","Triangle Island","unidentified",2014,"p1","caauplots",0
"26872","Triangle Island","unidentified",2019,"p1","caauplots",0
"28384","Triangle Island","unidentified",2014,"p2","caauplots",0
"28552","Triangle Island","unidentified",2019,"p2","caauplots",0
"30064","Triangle Island","unidentified",2014,"p3","caauplots",0
"30232","Triangle Island","unidentified",2019,"p3","caauplots",0
"31744","Triangle Island","unidentified",2014,"p4","caauplots",0
"31912","Triangle Island","unidentified",2019,"p4","caauplots",0
"33424","Triangle Island","unidentified",2014,"p5","caauplots",0
"33592","Triangle Island","unidentified",2019,"p5","caauplots",0
"35104","Triangle Island","unidentified",2014,"p6","caauplots",0
"35272","Triangle Island","unidentified",2019,"p6","caauplots",0
"36784","Triangle Island","unidentified",2014,"p7","caauplots",0
"36952","Triangle Island","unidentified",2019,"p7","caauplots",0
"38464","Triangle Island","unidentified",2014,"p8","caauplots",0
"38632","Triangle Island","unidentified",2019,"p8","caauplots",0
"40144","Triangle Island","unidentified",2014,"p9","caauplots",0
"40312","Triangle Island","unidentified",2019,"p9","caauplots",0
"41824","Triangle Island","unidentified",2014,"p10","caauplots",2
"41992","Triangle Island","unidentified",2019,"p10","caauplots",0
"43504","Triangle Island","unidentified",2014,"p11","caauplots",0
"43672","Triangle Island","unidentified",2019,"p11","caauplots",0
"45184","Triangle Island","unidentified",2014,"p12","caauplots",2
"45352","Triangle Island","unidentified",2019,"p12","caauplots",0
"46864","Triangle Island","unidentified",2014,"p13","caauplots",0
"47032","Triangle Island","unidentified",2019,"p13","caauplots",0
"48544","Triangle Island","unidentified",2014,"p14","caauplots",0
"48712","Triangle Island","unidentified",2019,"p14","caauplots",0
"50224","Triangle Island","unidentified",2014,"p15","caauplots",1
"50392","Triangle Island","unidentified",2019,"p15","caauplots",0
"50448","Triangle Island","unidentified",1984,"p1","rhauplots",6
"51736","Triangle Island","unidentified",1989,"p1","rhauplots",10
"51792","Triangle Island","unidentified",1994,"p1","rhauplots",0
"51848","Triangle Island","unidentified",1999,"p1","rhauplots",0
"51960","Triangle Island","unidentified",2004,"p1","rhauplots",0
"52016","Triangle Island","unidentified",2009,"p1","rhauplots",0
"51904","Triangle Island","unidentified",2014,"p1","rhauplots",1
"52072","Triangle Island","unidentified",2019,"p1","rhauplots",0
"52128","Triangle Island","unidentified",1984,"p2","rhauplots",0
"53416","Triangle Island","unidentified",1989,"p2","rhauplots",15
"53472","Triangle Island","unidentified",1994,"p2","rhauplots",1
"53528","Triangle Island","unidentified",1999,"p2","rhauplots",0
"53640","Triangle Island","unidentified",2004,"p2","rhauplots",0
"53696","Triangle Island","unidentified",2009,"p2","rhauplots",0
"53584","Triangle Island","unidentified",2014,"p2","rhauplots",0
"53752","Triangle Island","unidentified",2019,"p2","rhauplots",0
"53808","Triangle Island","unidentified",1984,"p3","rhauplots",0
"55096","Triangle Island","unidentified",1989,"p3","rhauplots",2
"55376","Triangle Island","unidentified",2009,"p3","rhauplots",0
"55264","Triangle Island","unidentified",2014,"p3","rhauplots",0
"55432","Triangle Island","unidentified",2019,"p3","rhauplots",0
"55488","Triangle Island","unidentified",1984,"p4","rhauplots",0
"56776","Triangle Island","unidentified",1989,"p4","rhauplots",17
"56832","Triangle Island","unidentified",1994,"p4","rhauplots",1
"56888","Triangle Island","unidentified",1999,"p4","rhauplots",0
"57000","Triangle Island","unidentified",2004,"p4","rhauplots",0
"57056","Triangle Island","unidentified",2009,"p4","rhauplots",0
"56944","Triangle Island","unidentified",2014,"p4","rhauplots",0
"57112","Triangle Island","unidentified",2019,"p4","rhauplots",0
"57168","Triangle Island","unidentified",1984,"p5","rhauplots",0
"58456","Triangle Island","unidentified",1989,"p5","rhauplots",21
"58512","Triangle Island","unidentified",1994,"p5","rhauplots",1
"58568","Triangle Island","unidentified",1999,"p5","rhauplots",0
"58680","Triangle Island","unidentified",2004,"p5","rhauplots",0
"58736","Triangle Island","unidentified",2009,"p5","rhauplots",0
"58624","Triangle Island","unidentified",2014,"p5","rhauplots",2
"58792","Triangle Island","unidentified",2019,"p5","rhauplots",0
"58848","Triangle Island","unidentified",1984,"p6","rhauplots",0
"60136","Triangle Island","unidentified",1989,"p6","rhauplots",19
"60192","Triangle Island","unidentified",1994,"p6","rhauplots",0
"60248","Triangle Island","unidentified",1999,"p6","rhauplots",4
"60360","Triangle Island","unidentified",2004,"p6","rhauplots",0
"60416","Triangle Island","unidentified",2009,"p6","rhauplots",0
